0.23,0.23,0.23,0.23,0.1,0.35
0.375,0.375,0.375,0.375,0.125,0.275
0.275,0.275,0.275,0.275,0.14,0.21
0.245,0.245,0.245,0.245,0.18,0.215
0.325,0.325,0.325,0.325,0.165,0.35
0.3,0.3,0.3,0.3,0.23,0.285
0.38,0.38,0.38,0.38,0.275,0.325
