0.115,0.115,0.115,0.115,0.05,0.175
0.1875,0.1875,0.1875,0.1875,0.0625,0.1375
0.1375,0.1375,0.1375,0.1375,0.07,0.105
0.1225,0.1225,0.1225,0.1225,0.09,0.1075
0.1625,0.1625,0.1625,0.1625,0.0825,0.175
0.15,0.15,0.15,0.15,0.115,0.1425
0.19,0.19,0.19,0.19,0.1375,0.1625
